id,organizationStatus,name,alternateName,description,email,website,taxStatus
786,active,Austin Diaper Bank,,Operates a diaper bank to collect and store diapers for distribution to partner agencies. Does not provide diapers directly to individuals. Provides diapers to partner agencies who then distribute diapers to clients.,,https://austindiapers.org,"[""Nonprofit - Incorporated""]"
787,active,Austin Disaster Relief Network (ADRN),,"Facilitates a network comprised of churches, ministries, and businesses within the Christian community of Greater Austin to form a disaster relief alliance assisting individuals in times of disaster.Operates a thrift store.",,https://www.adrn.org,"[""Nonprofit - Incorporated""]"
789,active,Austin Dog Alliance,The Dog Alliance,Provides programs and services incorporating the powerful connection between dogs and humans to improve the health and well-being of individuals and families.,,https://thedogalliance.org,"[""Nonprofit - Incorporated""]"
790,active,"Austin Drug and Alcohol Abuse Program, Inc.","ADAAP; Austin Drug & Alcohol Abuse Program, Inc.","Provides outpatient drug and alcohol programs, drug offender education, DWI classes and drug testing.",,http://adaap.com,"[""Commercial""]"
791,active,Austin Fairy Godmothers,Keri's Fairy Godmother Foundation (former name); Dresses and Dreams Inc.; Austin Fairy Godmother Boutique,Operates a mobile boutique providing formal and semi-formal attire and accessories for women and girls.,,https://www.austinfairygodmothers.org,"[""Nonprofit - Incorporated""]"
792,active,Austin Family Magazine,,Provides a parenting magazine targeted to the Austin area. Publishes a summer camp guide.,,https://www.austinfamily.com,"[""Commercial""]"
793,active,Austin Fire Department,,Responds to and extinguishes fires. Responds to medical emergencies. Educates the public on fire prevention. Provides smoke alarms.,,https://www.austintexas.gov/department/fire,"[""Government - City""]"
794,active,Austin Firefighters Association,AFA,,info@iafflocal975.org,https://www.iafflocal975.org/,"[""None or unknown""]"
795,active,Austin Free-Net,AFN; Austin Free Net; Austin FreeNet,"Provides technology training, computer labs, and IT certification classes for Austin residents with a focus on the under-served Austin communities.",access@austinfree.net,https://www.austinfree.net,"[""Nonprofit - Incorporated""]"
796,active,Austin Habitat for Humanity,Habitat for Humanity,"Provides homeownership opportunities, housing counseling, and need-based home repair. Operates two ReStores selling building materials.",info@ahfh.org,http://austinhabitat.org,"[""Nonprofit - Incorporated""]"
797,active,Austin Harm Reduction Coalition,Syringe Exchange Van,Provides a needle exchange program and related services to help prevent the spread of HIV/AIDS and Hepatitis C among injection drug users.,,https://www.austinharmreduction.org,"[""Nonprofit - Incorporated""]"
798,active,Austin Health Commons,,"Austin Health Commons works towards building a healthy and healed Austin through it's Truth, Racial Healing and Transformation Program (TRHT).",inquiry@austinhealthcommons.org,http://austinhealthcommons.org/,"[""Nonprofit - Unincorporated""]"
799,active,Austin Humane Society,Humane Society of Austin and Travis County; AHS; Austin SPCA,"Operates a no-kill animal shelter and animal adoption center. Provides animal adoption, feral cat spay/neuter services, and pet surrender.",,https://www.austinhumanesociety.org,"[""Nonprofit - Incorporated""]"
800,active,Austin Independent School District (AISD),Austin ISD,Serves as the administrative office for the Austin Independent School District.,,http://austinisd.org,"[""Special District""]"
801,active,Austin Junior Forum,AJF,,,https://www.austinjuniorforum.org,
802,active,Austin Learning Academy,ALA,Provides English as a Second Language (ESL) classes for adults.,,http://austinlearningacademy.org,"[""Nonprofit - Incorporated""]"
803,active,Austin M.O.V.E. (Motivating Offenders to Value Employment) Forward,AMOVE; Austin Move,Provides supportive services for individuals with criminal backgrounds..,,,"[""Nonprofit - Incorporated""]"
805,active,"Austin Outreach and Community Services Center, Inc.",AOCSC,"Provides confidential HIV, AIDS, and COVID-19 prevention and education services.",austinoutreach@aol.com,https://austinoutreach.org,"[""Nonprofit - Incorporated""]"
806,active,Austin Parks Foundation (APF),,"Works to develop and maintain parks, trails, and open space in Austin and Travis County.",,https://www.austinparks.org,"[""Nonprofit - Incorporated""]"
807,active,Austin PBS/KLRU,Austin Public Broadcasting System; Austin Capital of Texas Public Telecommunications Council,Operates the Public Broadcasting Service (PBS) station in the Austin-area. Oversees the Play to Learn program.,,https://austinpbs.org,"[""Nonprofit - Incorporated""]"
808,active,Austin Pets Alive!,,"Works to eliminate the killing of companion animals through resources, education, and pet adoption and foster programs. Operates a no-kill animal shelter.",,https://www.austinpetsalive.org,"[""Nonprofit - Incorporated""]"
809,active,Austin Police Department,APD,Provides law enforcement services for the City of Austin.,,https://www.austintexas.gov/police,"[""Government - City""]"
810,active,Austin Police Operation Blue Santa,Christmas Assistance (Blue and Brown Santa); Christmas Bureau of Austin and Travis County,Provides holiday assistance for City of Austin residents.,,https://www.bluesanta.org,"[""Nonprofit - Incorporated""]"
811,active,Austin Pregnancy and Infant Loss Support Group,Austin Pregnancy Loss Support Group,Provides phone support and a monthly support group for parents who have experienced the loss of a baby through miscarriage or early infant death.,,,"[""Nonprofit - Unincorporated""]"
812,active,"Austin Project, The",City of Austin Child Care Council; ELOA; TAP; The Link; YFAC; Youth & Family Assessment Center,"Works in collaboration with local community organizations to assist children, youth, and families in achieving student and school success.",,https://www.theaustinproject.org,"[""Nonprofit - Incorporated""]"
813,active,Austin Public Health,Austin/Travis County Health and Human Services Department; City of Austin Health and Human Service Department; Travis County Health and Human Services Department; City of Austin-Health and Human Services Department,Serves as the city's public health department. Works to prevent disease and promote health in Austin. Operates multiple neighborhood centers.,,https://www.austintexas.gov/health,"[""Government - Regional""]"
814,active,Austin Public Health - Community Services Division,,Provides programs to improve the health and well-being of members of the community.,,,"[""Government - City""]"
815,active,Austin Public Health - COVID Isolation Care Facility,,"Isolation Facility, which provides free lodging and services for those that do not have the ability to safely self-isolate due to COVID-19.",,https://www.austintexas.gov/safely-distance,"[""Government - City""]"
816,active,Austin Public Health - Disease Prevention and Health Promotion Division,,Provides programs to screen for and prevent illnesses and health issues.,,https://www.austintexas.gov/department/health-services,"[""Government - City""]"
817,active,Austin Public Health - Environmental Health Services Division,,Promotes public health and safety to ensure compliance with state and local health codes.,,http://www.austintexas.gov/department/environmental-health-services,"[""Government - City""]"
818,active,Austin Public Health - Epidemiology and Public Health Preparedness Division,,Provides programs that protect the community from disease outbreaks and preparing the public for emergencies.,,https://www.austintexas.gov/department/epidemiology-and-public-health-preparedness,"[""Government - City""]"
819,active,Austin Public Health - Health Equity and Community Engagement Division,,"Provides programs that encompass health equity, social services policies, planning, and evaluation.",,https://www.austintexas.gov/department/health-equity-and-community-engagement,"[""Government - City""]"
820,active,Austin Public Library,APL,"Provides library services in the City of Austin. Operates the Central Library, 20 branch libraries, the Recycled Reads bookstore, and the Austin History Center.",,https://library.austintexas.gov,"[""Government - City""]"
