Agency_Id,Site_Id,Site_CreateFormsetDeploymentId,Site_EditAccountId,Site_EditPortalId,Site_EditFormsetDeploymentId,Site_CreateStamp,Site_EditStamp,Site_AuditStamp,Site_Status,SiteSystem_ContentBlock13,SiteSystem_Name,SiteSystem_Aka,SiteSystem_Fax,SiteCustom_FaxNumberDetails,SiteCustom_TddPhoneNumber,SiteCustom_TddPhoneNumberDetails,SiteSystem_Websiteurl,SiteSystem_EmailAddress,SiteSystem_AdaAccess,SiteCustom_HoursOfOperation,SiteSystem_PhoneMain,SiteCustom_MainPhoneName,SiteCustom_MainPhoneDescription,SiteCustom_PhoneNumber2,SiteCustom_PhoneNumber2Name,SiteCustom_PhoneNumber2Description,SiteCustom_PhoneNumber3,SiteCustom_PhoneNumber3Name,SiteCustom_PhoneNumber3Description,SiteCustom_PhoneNumber4,SiteCustom_PhoneNumber4Name,SiteCustom_PhoneNumber4Description,SiteAddressus_SiteAddressus_id,SiteAddressus_SiteAddressus_address_1,SiteAddressus_SiteAddressus_address_2,SiteAddressus_SiteAddressus_city,SiteAddressus_SiteAddressus_county,SiteAddressus_SiteAddressus_state,SiteAddressus_SiteAddressus_zip,SiteAddressus_SiteAddressus_country,SiteAddressus_SiteAddressus_notes,SiteAddressus_SiteAddressus_latitude,SiteAddressus_SiteAddressus_longitude,SiteAddressus_MailingAddress_id,SiteAddressus_MailingAddress_address_1,SiteAddressus_MailingAddress_address_2,SiteAddressus_MailingAddress_city,SiteAddressus_MailingAddress_county,SiteAddressus_MailingAddress_state,SiteAddressus_MailingAddress_zip,SiteAddressus_MailingAddress_country,SiteAddressus_MailingAddress_notes,SiteAddressus_MailingAddress_latitude,SiteAddressus_MailingAddress_longitude,SiteOption_Status,SiteSystem_SiteStaffNotes,SiteOption_RecordOwner,SiteSystem_DataSourceCode,SiteCustom_ExcludeFromDirectory,SiteCustom_PreferredProvider,SiteCustom_LastVerifiedOn,SiteCustom_LastVerifiedTitle,SiteSystem_EditNotes,SiteSystem_StaffNotes,SiteCustom_TemporaryMessage,SiteCustom_TemporaryMessageStart,SiteCustom_TemporaryMessageEnd,SiteCustom_EnteredOn,SiteSystem_DateOfLastCompleteUpdate,SiteSystem_LastEditDate,SiteCustom_MadeInactiveOn
307,36763,122,77,1,122,2023-10-16 19:58:17,2024-04-17 11:46:12,,active,,Austin Film Society,,,,,,,,Location accessible for people with disabilities.,,,,,,,,,,,,,,145317,1801 Salina Street,,Austin,Travis,TX,78702,US,,30.278871,-97.7217697,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,,,2023/12/29,,,,,,,,,2023/12/29,
307,37447,122,77,1,122,2024-03-26 12:14:52,2024-03-26 12:14:52,,active,,Austin Youth Film Festival,,,,,,,,Location accessible for people with disabilities.,,,,,,,,,,,,,,146573,6908 Derby Downs Drive,,Austin,Travis,TX,78747,US,,30.1499728,-97.7402062,,,,,,,,,,,,"[""Active""]",,"[""South Central""]",,false,false,2024/03/26,Director of Development and PR,3/26/2024 MR added per Carrie Cates.,,,,,2024/03/26,2024/03/26,2024/03/26,
309,665,150,40,1,122,2023-08-30 17:02:12,2024-01-16 14:26:35,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,2658,,,,,,,US,,42.05219,-87.69158,2657,PO Box 7005,,Evanston,,IL,60201,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/16,Program Specialist I,web verified - SAL 05/25/2022,,,,,2019/01/30,,2023/01/17,
310,36638,122,40,1,122,2023-09-22 11:43:51,2024-06-05 15:15:20,,active,,No Physical Address,,,,,,,,No Physical Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Active""]",,"[""TIRN""]",,,,2024/06/05,,,,,,,,,2023/09/22,
318,675,150,40,1,122,2023-08-30 17:02:15,2024-05-31 15:42:23,,active,,Austin Office,,,,,,,info@alstexas.org,Location is accessible to people with disabilities,,,,,,,,,,,,,,2698,2301 W Anderson Lane,,Austin,Travis,TX,78757,US,,30.350019,-97.733422,2697,2301 W Anderson Lane,,Austin,,TX,78757,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/31,Program Specialist I,web verified - SAL 09/20/2021web verified and sent avr - mkr 7/13/2020,,,,,2017/07/06,,2023/06/01,
318,676,150,40,1,122,2023-08-30 17:02:15,2024-05-31 15:42:46,,active,,Dallas Office,,,,,,,info@alstexas.org,Location is accessible to people with disabilities,,,,,,,,,,,,,,2702,14555 Dallas Parkway,Ste 100-219,Dallas,Dallas,TX,75254,US,,32.80808,-96.75137,2701,14555 Dallas Parkway,Ste 100-219,Dallas,,TX,75254,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/31,Program Specialist I,"web verified - SAL 09/20/2021web update and sent avr - mkr 7/13/2020Updated address, previously 2251 Chenault, Carrollton, Texas - MR 3/13/2019",,,,,2017/07/06,,2023/06/01,
318,677,150,40,1,122,2023-08-30 17:02:15,2024-05-31 15:43:09,,active,,Houston Office,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,2706,4201 Main St,Ste 200,Houston,Harris,TX,77002,US,,29.73444,-95.38208,2705,4201 Main St,Ste 200,Houston,,TX,77002,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/31,Program Specialist I,updated address - HL 9/21/22web verified - SAL 09/20/2021web verified and sent avr - mkr 7/13/2020,,,,,2017/07/06,,2023/06/01,
318,678,150,40,1,122,2023-08-30 17:02:15,2024-05-31 15:43:31,,active,,San Antonio Office,,,,,,,info@alstexas.org,Location is accessible to people with disabilities,,,,,,,,,,,,,,2710,4939 De Zavala,Ste 105,San Antonio,Bexar,TX,78249,US,,29.566093,-98.606313,2709,4939 De ZAvala,Ste 105,San Antonio,,TX,78249,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/31,Program Specialist I,San Antonio Office is WFH - send mail to Dallas Office - 9/21/22 HLweb verified - SAL 09/20/2021web verified and sent avr - mkr 7/13/2020,,Staff at the San Antonio office are temporarily working from home due to COVID-19. Mail can be sent to the Dallas location in the interim.,2020/07/13,2020/07/13,2017/07/06,,2023/06/01,
345,710,150,77,1,122,2023-08-30 17:02:23,2024-08-13 13:56:30,,active,,Alzheimer's Association Capital of Texas Chapter,,512-692-3813,,,,,capitaloftexas@alz.org,Location is accessible to people with disabilities,,512-592-0990,Intake Line,,800-272-3900,24 Hour Helpline,,,,,,,,2838,East Highway 290,Ste 206,Austin,Travis,TX,,US,,30.3213617,-97.6940879,2837,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/12/15,,,12/15/2023 MR verified via web. 11/15/2021 se update with Christine9/10/2019 JK AV update with Alejandra Scott,,,,,,2023/12/15,2021/11/15
345,711,150,25,1,150,2023-08-30 17:02:23,2023-08-31 15:56:16,,active,,MedicAlert + Alzheimer's Association Safe Return,,,,,,,,,,,,,,,,,,,,,,2842,,,,,,,US,,0,0,2841,2323 Colorado Blvd,,Turlock,,CA,95380,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2019/09/10,Program Manager,,9/10/2019 JK AV update with Alejandra Scott,,,,2018/08/01,,2019/09/10,2020/11/17
381,760,150,25,1,150,2023-08-30 17:02:36,2023-08-31 15:56:19,,active,,Amazing Grace Food Pantry,,,,,,,,,,,,,,,,,,,,,,3038,1711 Parker Rd,,Wylie,Collin,TX,75098,US,,33.040631,-96.551786,3037,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,2017/06/12,,,2017/06/12
389,771,150,40,1,122,2023-08-30 17:02:38,2024-07-23 14:43:02,,active,,Headquarters,,,,,,,,No Physical Location,,,,,,,,,,,,,,3082,1620 Eye St NW,Ste 200,Washington,District Of Columbia,DC,20006,US,,38.897795,-77.04131,3081,1620 Eye St NW,Ste 200,Washington,,DC,20006,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/23,Carla Montez,,web verified - SAL 09/29/2021,test,2016/08/11,2016/08/12,,2023/07/19,2023/07/19,2024/03/18
390,772,150,37,1,117,2023-08-30 17:02:39,2023-11-02 12:16:19,,active,,Headquarters,,847-434-8000,,,,,,Not a physical location,,800-433-9016,,,,,,,,,,,,3086,345 Park Blvd,,Itasca,Du Page,IL,60143,US,,41.9907,-88.02063,3085,345 Park Blvd,,Itasca,,IL,60143,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/09/29,Program Specialist I,"web verified - SAL 09/29/2021web verified - mkr 8/21/2020updated address, previously 141 Northwest Point Blvd, Elk Grove Village, IL - MR 6/3/2019",,,,,,2023/07/19,2023/07/19,
394,36928,117,40,1,122,2023-11-21 13:15:08,2024-07-23 14:50:43,,active,,No Physical Location,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,145505,,,,,,,US,,0,0,145504,,,,,,,US,,0,0,,,"[""TIRN""]",,,,2024/07/23,,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
394,37003,117,40,1,122,2023-11-21 13:30:04,2024-07-23 14:49:19,,active,,No Physical Location,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,145805,,,,,,,US,,0,0,145804,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/23,,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/21,
395,36929,117,37,1,117,2023-11-21 13:15:08,2023-11-21 13:15:08,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145509,,,,,,,US,,0,0,145508,,,,,,,US,,0,0,,,,,,,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,,
395,37004,117,37,1,117,2023-11-21 13:30:04,2023-11-21 13:30:04,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145809,,,,,,,US,,0,0,145808,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,,
408,796,150,40,1,122,2023-08-30 17:02:45,2023-12-21 15:56:56,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3182,3380 Chastain Meadows Pkwy NW,Ste 200,Atlanta,Fulton,GA,30144,US,,33.753601,-84.390145,3181,PO Box 22478,,Oklahoma City,,OK,73123,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/12/21,Program Specialist I,Added on 5/23/2017 as the previous record was displaying phone info when no phone info was entered on record - JC,,,,,2017/05/23,,2022/12/29,
408,797,150,25,1,150,2023-08-30 17:02:45,2023-08-31 15:56:21,,active,,AdventHealth Central Texas,,,,,,,,,,,,,,,,,,,,,,3186,2201 South Clear Creek Rd,,Killeen,Bell,TX,76549-4110,US,,31.0957,-97.773,3185,2201 South Clear Creek Rd,,Killeen,,TX,76549-4110,US,American Cancer Society,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2021/04/07,Statewide Community Information Coordinator,,"Previously named Metroplex Health System, now AdventHealth - MR 6/3/2019Inactivated due to no longer in use - SAL 04/07/2021",,,,,,2021/04/07,2021/04/07
408,798,150,25,1,150,2023-08-30 17:02:45,2023-08-31 15:56:21,,active,,Ronald McDonald House,,,,,,,,,,,,,,,,,,,,,,3190,2415 South 47th Street,,Temple,Bell,TX,76502-7003,US,,31.089564,-97.380609,3189,2433 Ridgepoint Drive,Suite B,Austin,,TX,78754-5226,US,American Cancer Society,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2017/05/23,,,,,,,,,2017/05/23,2017/05/23
408,799,150,25,1,150,2023-08-30 17:02:46,2023-08-31 15:56:21,,active,,Scott & White Urology,,,,,,,,,,,,,,,,,,,,,,3194,Scott and White Urology,2401 South 31st,Temple,Bell,TX,76508-0001,US,,31.09373,-97.3641,3193,2401 South 31st,,Temple,,TX,76508-0001,US,Scott and White Urology,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2017/05/23,,,,,,,,,2017/05/23,2017/05/23
410,801,150,25,1,150,2023-08-30 17:02:46,2023-08-31 15:56:22,,active,,American Cancer Society (Austin Office),,512-919-1846,,,,https://www.cancer.org,,Wheelchair-accessible Inside,,800-227-2345,Main Phone,,877-227-1618,Other phone,,,,,,,,3202,2433-B Ridgepoint Dr.,,Austin,Travis,TX,78754,US,,30.346988,-97.662924,3201,2433-B Ridgepoint Dr.,,Austin,,TX,78754,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,,,,,,,,,,,2016/09/06
411,802,150,20,1,117,2023-08-30 17:02:46,2023-09-13 16:12:49,,active,,American Cancer Society (National Cancer Information Center),,512-927-5791,,,,https://www.cancer.org,,Wheelchair-accessible Inside,,800-227-2345,Main Phone,,800-937-7848,Other phone,,,,,,,,3206,,11701 Stonehollow Dr.,Austin,Travis,TX,78758,US,,30.377566,-97.708694,3205,11701 Stonehollow Dr.,,Austin,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,,,,,,,,,,,
417,35592,150,40,1,122,2023-08-30 23:28:06,2024-07-19 16:47:00,,active,,Headquarters,,919-933-9604,,,,http://www.cleftline.org,,Not a physical location,,919-933-9044,Main Phone,,,,,,,,,,,142366,1504 E Franklin St,Ste 102,Chapel Hill,Orange,NC,27514,US,,35.9707,-79.0428,142365,1504 E Franklin St,Ste 102,Chapel Hill,,NC,27514,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/19,Program Specialist 1,web verified - SAL 09/28/2021,,,,,,2023/07/11,2023/07/11,
418,810,150,40,1,122,2023-08-30 17:02:48,2024-05-03 14:39:52,,active,,Headquarters,ACB National Office,,,,,http://www.acb.org,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3238,1703 N Beauregard St,Ste 420,Alexandria,Alexandria City,VA,22311,US,,38.886306,-77.097739,3237,1703 N Beauregard St,Ste 420,Alexandria,,VA,22311,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/03,Program Specialist I,,,,,,,,2023/04/12,
419,811,150,40,1,122,2023-08-30 17:02:49,2024-04-17 17:00:06,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3242,211 East Chicago Ave,,Chicago,Cook,IL,60611,US,,41.895186,-87.621863,3241,211 East Chicago Ave,,Chicago,,IL,60611,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/04/17,Program Specialist I,web verified - SAL 06/28/2022,,,,,,,2023/03/14,
420,812,150,40,1,122,2023-08-30 17:02:49,2024-01-29 11:01:26,,active,,Headquarters,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,3246,2451 Crystal Dr,Ste 900,Arlington,Arlington,VA,22202,US,,38.8520954,-77.0492139,3245,2451 Crystal Dr,Ste 900,Arlington,,VA,22202,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/29,,web verified - SAL 05/23/2022web verified - SAL 06/07/2021web verified - mkr 9/9/2020,,,,,,,2023/01/30,
423,815,150,40,1,122,2023-08-30 17:02:50,2023-11-14 09:01:45,,active,,Main Office,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3258,539 North Carancahua Street,,Corpus Christi,Nueces,TX,78401,US,,27.7948159,-97.3978733,3257,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/11/14,Program Specialist I,,,,,,2019/08/13,,2022/11/14,
424,816,150,40,1,122,2023-08-30 17:02:50,2024-04-18 09:16:55,,active,,Main Office,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3262,23 Cove View Dr,,South Yarmouth,,MA,02664,US,,0,0,3261,PO Box 3445,,Arlington,,TX,76007,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/04/18,Program Specialist I,web verified - SAL 06/28/2022changed from GC to TIRN AIC - MR 6/20/2019,,,,,,,2023/03/14,
425,817,150,40,1,122,2023-08-30 17:02:50,2024-01-30 16:00:35,,active,,Headquarters,American Foundatotion for the Blind Center on Vision Loss,,,,,https://www.afb.org/cvl,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3266,APH Connect Center,1839 Frankfort Ave,Louisville,Jefferson,KY,40206,US,,38.27879,-85.63716,3265,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/30,,,,,,,,,2023/02/01,2016/05/02
426,818,150,40,1,122,2023-08-30 17:02:50,2024-07-19 16:51:35,,active,,Center on Vision Loss,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3270,11030 Ables Ln,,Dallas,Dallas,TX,75229,US,,32.893769,-96.86143,3269,11030 Ables Ln,,Dallas,,TX,75229,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/19,,,,,,,,,2019/08/01,2022/09/26
426,819,150,40,1,122,2023-08-30 17:02:51,2024-07-19 16:57:05,,active,,Headquarters,,,,,,http://www.afb.org,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3274,1401 South Clark Street,Ste 730,Arlington,Arlington,VA,22202,US,,38.8609965,-77.0508501,3273,1401 S Clark St,Ste 730,Arlington,,VA,22202,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/07/19,Program Specia;ist I,,,,,,,2023/07/11,2023/07/11,
427,820,150,37,1,117,2023-08-30 17:02:51,2023-11-02 12:16:20,,active,,San Antonio Office,,210-625-6797,,,,,,Location is accessible to people with disabilities,,210-521-4768,Administrative Line,,,,,,,,,,,3278,2300 W Commerce St,Ste 313,San Antonio,Bexar,TX,78207,US,,29.4270879,-98.520742,3277,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/11/09,Director of Development,11/9/2022 se web updates11/9/2021 se phone update Lora 12/30/2020 Jk Av Update11/16/2019 Jk AV Update,,,,,2017/05/30,,2022/11/09,
427,821,150,37,1,117,2023-08-30 17:02:51,2023-11-02 12:16:20,,active,,Waco Office,,512-387-2650,,,,,,Location is accessible to people with disabilities,,254-230-0382,Waco Office,,,,,,,,,,,3282,2323 Columbus Ave,Ste C,Waco,Mclennan,TX,76701,US,,31.54357,-97.15122,3281,PO Box 2405,,Waco,,TX,76703,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/11/09,Director of Development,11/9/2022 se web updates11/9/2021 se phone update Lora 12/30/2020 Jk AV Update11/16/2019 Jk AV Update11/12/2019 JK Web Update; new address,,,,,2018/09/05,,2022/11/09,
427,822,150,37,1,117,2023-08-30 17:02:51,2023-11-02 12:16:20,,active,,Austin Office,,512-387-2650,,,,,,Location is accessible to people with disabilities,,512-478-0546,Administrative Line,,,,,,,,,,,3286,314 E Highland Mall Blvd,Ste 501,Austin,Travis,TX,78752,US,,30.331527,-97.701819,3285,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2022/11/09,Director of Development,11/9/2022 se web update11/9/2021 se phone update Lora 12/30/2020 JK Av Update11/16/2019 JK Av Update,,,,,,,2022/11/09,
428,823,150,84,1,122,2023-08-30 17:02:52,2023-12-29 11:25:51,,active,,Main Office,,,,,,,imosqueda@agif-nvop.org,Location is accessible to people with disabilities,,512-363-5978,Main/Intake Line,,,,,,,,,,,3290,2700 S. I-35 Frontage Rd.,Suite 100,Austin,Travis,TX,78704,US,,30.244865,-97.765554,3289,2700 S. I-35 Frontage Rd.,Suite 100,Austin,,TX,78704,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/12/29,Director of Client Services,"12/29/23 LT email update 
12/22/22 LT added site per Marcelo",,,,,2022/12/22,2023/12/29,2023/12/29,
431,36930,117,37,1,117,2023-11-21 13:15:09,2023-11-21 13:15:09,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145513,,,,,,,US,,0,0,145512,,,,,,,US,,0,0,,,,,,,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,,
431,37005,117,40,1,122,2023-11-21 13:30:04,2023-12-20 16:37:37,,active,,No Physical Location,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,145813,,,,,,,US,,0,0,145812,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/11/21,Database Admin,GOING FWD: determine if physical or mailing address available. 11/21/2023 - Added no physical site so resource can display on referral module. CD,,,,,,,2023/11/23,
436,833,150,40,1,122,2023-08-30 17:02:54,2024-05-21 12:22:11,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3330,7272 Greenville Ave,,Dallas,Dallas,TX,75231,US,,32.87803,-96.75115,3329,7272 Greenville Ave,,Dallas,,TX,75231,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/21,Program Specialist I,,,,,,,,2023/05/11,
443,840,150,40,1,122,2023-08-30 17:02:56,2024-01-29 10:34:10,,active,,State Headquarters,,,,,,,,Location Accessible for Persons with Disabilities,,,,,,,,,,,,,,3358,1624 E Anderson Ln,,Austin,,,78752,US,,30.271158,-97.741701,3357,PO Box 140527,,Austin,,,78714,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/01/29,,"web verified - HL 1/27/2023web verified - SAL 05/23/2022web verified - SAL 06/07/2021Previous contact David Burttschell, dburttschell@giddings.net, President - MR 3/20/2019",,,,,,,2023/01/27,
449,35593,150,40,1,122,2023-08-30 23:28:06,2024-05-23 09:30:31,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,142370,39 Broadway Ste 2700,,New York,New York,NY,10006,US,,33.582385,-112.005917,142369,PO Box 299,,West Orange,,NJ,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/23,Program Specialist I,updated mailing address - HL 9/19/2022,,,,,,,2023/05/15,
453,850,150,25,1,150,2023-08-30 17:02:58,2023-08-31 15:56:24,,active,,Headquarters,,,,,,,,,,,,,,,,,,,,,,3398,243 N Lindbergh Blvd,Floor 1,St Louis,Saint Louis,MO,63141,US,,38.65548,-90.45234,3397,243 N Lindbergh Blvd,Floor 1,St Louis,,MO,63141,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,2017/05/02,,,,,,,,,2017/05/02,
453,851,150,25,1,150,2023-08-30 17:02:58,2023-08-31 15:56:25,,active,,Vision USA,,314-991-4101,,,,https://www.aoa.org/visionusa,,Not a physical location,,800-766-4466,Main Phone,,,,,,,,,,,3402,243 North Lindbergh Blvd,,St. Louis,Saint Louis,MO,63141,US,,38.65548,-90.45234,3401,243 North Lindbergh Blvd,,St. Louis,,MO,63141,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,true,false,,,,,,,,,,,
454,852,150,40,1,122,2023-08-30 17:02:58,2023-12-21 15:53:45,,active,,Main Office,,,,,,https://www.aotaonline.org,,Not a physical location,,,,,,,,,,,,,,3406,No Physical Location,,,,,,US,,29.97289,-95.57733,3405,PO Box 418,,Stilwell,,KS,66085,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2023/12/21,Program Specialist I,removed phone number and email as it is on program record - MR 8/20/2019,,,,,,,2022/12/28,
460,35595,150,40,1,122,2023-08-30 23:28:07,2024-03-14 09:18:05,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,142378,225 Main St,,Newington,Hartford,CT,,US,,41.71465,-72.72849,142377,225 Main St,,Newington,,CT,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/03/14,Program Specialist I,web verified - SAL 05/24/2022web verified - SAL 06/07/2021,,,,,2019/02/25,,2023/02/09,
463,858,150,40,1,122,2023-08-30 17:03:00,2024-05-15 11:20:06,,active,,Headquarters,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3430,8550 Arlington Blvd,,Fairfax,Fairfax,VA,22031,US,,38.86611,-77.23798,3429,,,,,,,US,,0,0,"[""Active""]",,"[""TIRN""]",,false,false,2024/05/15,Program Specialist I,,,,,,,,2023/05/04,
463,860,150,25,1,150,2023-08-30 17:03:00,2023-08-31 15:56:21,,active,,State Declared Disaster Counties,,,,,,,,,,,,,,,,,,,,,,3438,,,,,,,US,,0,0,3437,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,,,,,2018/06/13,,,
463,861,150,25,1,150,2023-08-30 17:03:01,2023-08-31 15:56:22,,active,,Federally Declared Disaster Counties,,,,,,,,,,,,,,,,,,,,,,3442,,,,,,,US,,0,0,3441,,,,,,,US,,0,0,"[""Inactive""]",,"[""TIRN""]",,false,false,,,,created to be added for P@S info on Harvey long-term recovery record to separate federal and state disaster counties - JC 6/13/2018,,,,2018/06/13,,,
485,945,150,58,1,122,2023-08-30 17:03:22,2023-12-18 15:11:19,,active,,Central Texas Chapter,,,,,,,,Location is accessible to people with disabilities,,512-928-4271,Office Phone,,800-928-4271,Toll-Free Phone,,,,,,,,3778,2218 Pershing Dr,,Austin,Travis,TX,78723,US,,30.307418,-97.683871,3777,,,,,TX,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/12/18,Disaster Program Manager,"12/18/2023 se web update
12/20/21 se web update6/23/2020 JK Update by phone with Izadora Martinez",,,,,,2023/12/18,2023/12/18,
485,946,150,25,1,150,2023-08-30 17:03:22,2023-08-31 15:56:31,,active,,Millennium Youth Entertainment Complex,,,,,,,,Location is accessible to people with disabilities,,,,,,,,,,,,,,3782,1156 Hargrave St,,Austin,Travis,TX,78702,US,,30.27264,-97.70969,3781,,,,,,,US,,0,0,"[""Inactive""]",,"[""South Central""]",,false,false,2019/04/11,,,Added for one day event - SM 4/11/19,,,,2019/04/11,,2019/04/11,2019/04/27
485,36016,150,37,1,117,2023-08-31 12:53:21,2023-11-02 12:16:21,,active,,Hill Country Bible Church,,,,,,,,,,,,,,,,,,,,,,144053,3351 Little Elm Trail,,Cedar Park,Williamson,TX,78613,US,,30.497311,-97.827557,144052,,,,,,,US,,0,0,"[""Active""]",,"[""South Central""]",,false,false,2023/08/08,Red Cross,8/8/2023 se added after speaking to the red cross,,,,,2023/08/09,2023/08/09,2023/08/08,
